lag_1,lag_2,lag_3,return_1d,ma_5,ma_10,target
113.963,114.18,114.86,0.0021673701113518185,114.33099999999999,115.24249999999999,1
114.21,113.963,114.18,0.004290342351808141,114.3826,114.9805,1
114.7,114.21,113.963,0.0006974716652135005,114.36659999999999,114.7645,1
114.78,114.7,114.21,0.005314514723819386,114.6086,114.65450000000001,0
115.39,114.78,114.7,-0.00805962388421877,114.708,114.5545,1
114.46,115.39,114.78,0.0022715359077407626,114.80999999999999,114.5705,0
114.72,114.46,115.39,-0.0036610878661087476,114.72999999999999,114.55630000000001,1
114.3,114.72,114.46,0.0035870516185476653,114.71599999999998,114.54129999999998,0
114.71,114.3,114.72,-0.018307035132072103,114.16,114.38430000000001,1
112.61,114.71,114.3,0.0008880206020778214,113.80999999999999,114.25900000000001,0
